JoinField,JoinField_alt,Ward/Township,Precinct,Toni Preckwinkle,Brendan Reilly,Total Voters
CITY OF CHICAGO:WARD 28 PRECINCT 25,CITY OF CHICAGO:WARD 28 PRECINCT 25,28,25,275,75,350
CITY OF CHICAGO:WARD 28 PRECINCT 26,CITY OF CHICAGO:WARD 28 PRECINCT 26,28,26,83,23,106
CITY OF CHICAGO:WARD 29 PRECINCT 01,CITY OF CHICAGO:WARD 29 PRECINCT 01,29,1,116,142,258
CITY OF CHICAGO:WARD 29 PRECINCT 02,CITY OF CHICAGO:WARD 29 PRECINCT 02,29,2,111,83,194
CITY OF CHICAGO:WARD 29 PRECINCT 03,CITY OF CHICAGO:WARD 29 PRECINCT 03,29,3,101,66,167
CITY OF CHICAGO:WARD 29 PRECINCT 04,CITY OF CHICAGO:WARD 29 PRECINCT 04,29,4,157,91,248
CITY OF CHICAGO:WARD 29 PRECINCT 05,CITY OF CHICAGO:WARD 29 PRECINCT 05,29,5,165,76,241
CITY OF CHICAGO:WARD 29 PRECINCT 06,CITY OF CHICAGO:WARD 29 PRECINCT 06,29,6,185,43,228
CITY OF CHICAGO:WARD 29 PRECINCT 07,CITY OF CHICAGO:WARD 29 PRECINCT 07,29,7,295,130,425
CITY OF CHICAGO:WARD 29 PRECINCT 08,CITY OF CHICAGO:WARD 29 PRECINCT 08,29,8,478,142,620
CITY OF CHICAGO:WARD 29 PRECINCT 09,CITY OF CHICAGO:WARD 29 PRECINCT 09,29,9,200,56,256
CITY OF CHICAGO:WARD 29 PRECINCT 10,CITY OF CHICAGO:WARD 29 PRECINCT 10,29,10,232,78,310
CITY OF CHICAGO:WARD 29 PRECINCT 11,CITY OF CHICAGO:WARD 29 PRECINCT 11,29,11,209,47,256
CITY OF CHICAGO:WARD 29 PRECINCT 12,CITY OF CHICAGO:WARD 29 PRECINCT 12,29,12,289,74,363
CITY OF CHICAGO:WARD 29 PRECINCT 13,CITY OF CHICAGO:WARD 29 PRECINCT 13,29,13,289,62,351
CITY OF CHICAGO:WARD 29 PRECINCT 14,CITY OF CHICAGO:WARD 29 PRECINCT 14,29,14,257,60,317
CITY OF CHICAGO:WARD 29 PRECINCT 15,CITY OF CHICAGO:WARD 29 PRECINCT 15,29,15,231,49,280
CITY OF CHICAGO:WARD 29 PRECINCT 16,CITY OF CHICAGO:WARD 29 PRECINCT 16,29,16,271,68,339
CITY OF CHICAGO:WARD 29 PRECINCT 17,CITY OF CHICAGO:WARD 29 PRECINCT 17,29,17,220,41,261
CITY OF CHICAGO:WARD 29 PRECINCT 18,CITY OF CHICAGO:WARD 29 PRECINCT 18,29,18,273,60,333
CITY OF CHICAGO:WARD 29 PRECINCT 19,CITY OF CHICAGO:WARD 29 PRECINCT 19,29,19,293,79,372
CITY OF CHICAGO:WARD 29 PRECINCT 20,CITY OF CHICAGO:WARD 29 PRECINCT 20,29,20,136,37,173
CITY OF CHICAGO:WARD 29 PRECINCT 21,CITY OF CHICAGO:WARD 29 PRECINCT 21,29,21,203,78,281
CITY OF CHICAGO:WARD 29 PRECINCT 22,CITY OF CHICAGO:WARD 29 PRECINCT 22,29,22,280,72,352
CITY OF CHICAGO:WARD 29 PRECINCT 23,CITY OF CHICAGO:WARD 29 PRECINCT 23,29,23,274,68,342
CITY OF CHICAGO:WARD 29 PRECINCT 24,CITY OF CHICAGO:WARD 29 PRECINCT 24,29,24,194,56,250
CITY OF CHICAGO:WARD 30 PRECINCT 01,CITY OF CHICAGO:WARD 30 PRECINCT 01,30,1,133,98,231
CITY OF CHICAGO:WARD 30 PRECINCT 02,CITY OF CHICAGO:WARD 30 PRECINCT 02,30,2,106,53,159
CITY OF CHICAGO:WARD 30 PRECINCT 03,CITY OF CHICAGO:WARD 30 PRECINCT 03,30,3,252,94,346
CITY OF CHICAGO:WARD 30 PRECINCT 04,CITY OF CHICAGO:WARD 30 PRECINCT 04,30,4,128,71,199
CITY OF CHICAGO:WARD 30 PRECINCT 05,CITY OF CHICAGO:WARD 30 PRECINCT 05,30,5,105,83,188
CITY OF CHICAGO:WARD 30 PRECINCT 06,CITY OF CHICAGO:WARD 30 PRECINCT 06,30,6,179,100,279
CITY OF CHICAGO:WARD 30 PRECINCT 07,CITY OF CHICAGO:WARD 30 PRECINCT 07,30,7,106,47,153
CITY OF CHICAGO:WARD 30 PRECINCT 08,CITY OF CHICAGO:WARD 30 PRECINCT 08,30,8,305,82,387
CITY OF CHICAGO:WARD 30 PRECINCT 09,CITY OF CHICAGO:WARD 30 PRECINCT 09,30,9,157,71,228
CITY OF CHICAGO:WARD 30 PRECINCT 10,CITY OF CHICAGO:WARD 30 PRECINCT 10,30,10,134,50,184
CITY OF CHICAGO:WARD 30 PRECINCT 11,CITY OF CHICAGO:WARD 30 PRECINCT 11,30,11,101,68,169
CITY OF CHICAGO:WARD 30 PRECINCT 12,CITY OF CHICAGO:WARD 30 PRECINCT 12,30,12,124,69,193
CITY OF CHICAGO:WARD 30 PRECINCT 13,CITY OF CHICAGO:WARD 30 PRECINCT 13,30,13,115,80,195
CITY OF CHICAGO:WARD 30 PRECINCT 14,CITY OF CHICAGO:WARD 30 PRECINCT 14,30,14,160,70,230
CITY OF CHICAGO:WARD 30 PRECINCT 15,CITY OF CHICAGO:WARD 30 PRECINCT 15,30,15,341,105,446
CITY OF CHICAGO:WARD 30 PRECINCT 16,CITY OF CHICAGO:WARD 30 PRECINCT 16,30,16,88,45,133
CITY OF CHICAGO:WARD 30 PRECINCT 17,CITY OF CHICAGO:WARD 30 PRECINCT 17,30,17,178,77,255
CITY OF CHICAGO:WARD 30 PRECINCT 18,CITY OF CHICAGO:WARD 30 PRECINCT 18,30,18,219,60,279
CITY OF CHICAGO:WARD 30 PRECINCT 19,CITY OF CHICAGO:WARD 30 PRECINCT 19,30,19,122,44,166
CITY OF CHICAGO:WARD 30 PRECINCT 20,CITY OF CHICAGO:WARD 30 PRECINCT 20,30,20,158,52,210
CITY OF CHICAGO:WARD 30 PRECINCT 21,CITY OF CHICAGO:WARD 30 PRECINCT 21,30,21,167,92,259
CITY OF CHICAGO:WARD 30 PRECINCT 22,CITY OF CHICAGO:WARD 30 PRECINCT 22,30,22,264,90,354
CITY OF CHICAGO:WARD 30 PRECINCT 23,CITY OF CHICAGO:WARD 30 PRECINCT 23,30,23,238,113,351
CITY OF CHICAGO:WARD 30 PRECINCT 24,CITY OF CHICAGO:WARD 30 PRECINCT 24,30,24,214,72,286
CITY OF CHICAGO:WARD 30 PRECINCT 25,CITY OF CHICAGO:WARD 30 PRECINCT 25,30,25,119,51,170
CITY OF CHICAGO:WARD 30 PRECINCT 26,CITY OF CHICAGO:WARD 30 PRECINCT 26,30,26,312,97,409
CITY OF CHICAGO:WARD 31 PRECINCT 01,CITY OF CHICAGO:WARD 31 PRECINCT 01,31,1,143,47,190
CITY OF CHICAGO:WARD 31 PRECINCT 02,CITY OF CHICAGO:WARD 31 PRECINCT 02,31,2,300,69,369
CITY OF CHICAGO:WARD 31 PRECINCT 03,CITY OF CHICAGO:WARD 31 PRECINCT 03,31,3,77,40,117
CITY OF CHICAGO:WARD 31 PRECINCT 04,CITY OF CHICAGO:WARD 31 PRECINCT 04,31,4,189,53,242
CITY OF CHICAGO:WARD 31 PRECINCT 05,CITY OF CHICAGO:WARD 31 PRECINCT 05,31,5,131,44,175
CITY OF CHICAGO:WARD 31 PRECINCT 06,CITY OF CHICAGO:WARD 31 PRECINCT 06,31,6,113,48,161
CITY OF CHICAGO:WARD 31 PRECINCT 07,CITY OF CHICAGO:WARD 31 PRECINCT 07,31,7,125,38,163
CITY OF CHICAGO:WARD 31 PRECINCT 08,CITY OF CHICAGO:WARD 31 PRECINCT 08,31,8,196,77,273
CITY OF CHICAGO:WARD 31 PRECINCT 09,CITY OF CHICAGO:WARD 31 PRECINCT 09,31,9,103,37,140
CITY OF CHICAGO:WARD 31 PRECINCT 10,CITY OF CHICAGO:WARD 31 PRECINCT 10,31,10,206,74,280
CITY OF CHICAGO:WARD 31 PRECINCT 11,CITY OF CHICAGO:WARD 31 PRECINCT 11,31,11,163,56,219
CITY OF CHICAGO:WARD 31 PRECINCT 12,CITY OF CHICAGO:WARD 31 PRECINCT 12,31,12,184,78,262
CITY OF CHICAGO:WARD 31 PRECINCT 13,CITY OF CHICAGO:WARD 31 PRECINCT 13,31,13,114,51,165
CITY OF CHICAGO:WARD 31 PRECINCT 14,CITY OF CHICAGO:WARD 31 PRECINCT 14,31,14,134,55,189
CITY OF CHICAGO:WARD 31 PRECINCT 15,CITY OF CHICAGO:WARD 31 PRECINCT 15,31,15,61,24,85
CITY OF CHICAGO:WARD 31 PRECINCT 16,CITY OF CHICAGO:WARD 31 PRECINCT 16,31,16,65,41,106
CITY OF CHICAGO:WARD 31 PRECINCT 17,CITY OF CHICAGO:WARD 31 PRECINCT 17,31,17,115,42,157
CITY OF CHICAGO:WARD 31 PRECINCT 18,CITY OF CHICAGO:WARD 31 PRECINCT 18,31,18,104,49,153
CITY OF CHICAGO:WARD 31 PRECINCT 19,CITY OF CHICAGO:WARD 31 PRECINCT 19,31,19,97,73,170
CITY OF CHICAGO:WARD 31 PRECINCT 20,CITY OF CHICAGO:WARD 31 PRECINCT 20,31,20,82,72,154
CITY OF CHICAGO:WARD 31 PRECINCT 21,CITY OF CHICAGO:WARD 31 PRECINCT 21,31,21,110,49,159
CITY OF CHICAGO:WARD 31 PRECINCT 22,CITY OF CHICAGO:WARD 31 PRECINCT 22,31,22,61,27,88
CITY OF CHICAGO:WARD 31 PRECINCT 23,CITY OF CHICAGO:WARD 31 PRECINCT 23,31,23,59,27,86
CITY OF CHICAGO:WARD 32 PRECINCT 01,CITY OF CHICAGO:WARD 32 PRECINCT 01,32,1,412,205,617
CITY OF CHICAGO:WARD 32 PRECINCT 02,CITY OF CHICAGO:WARD 32 PRECINCT 02,32,2,330,199,529
CITY OF CHICAGO:WARD 32 PRECINCT 03,CITY OF CHICAGO:WARD 32 PRECINCT 03,32,3,271,99,370
CITY OF CHICAGO:WARD 32 PRECINCT 04,CITY OF CHICAGO:WARD 32 PRECINCT 04,32,4,232,116,348
CITY OF CHICAGO:WARD 32 PRECINCT 05,CITY OF CHICAGO:WARD 32 PRECINCT 05,32,5,174,95,269
CITY OF CHICAGO:WARD 32 PRECINCT 06,CITY OF CHICAGO:WARD 32 PRECINCT 06,32,6,112,56,168
CITY OF CHICAGO:WARD 32 PRECINCT 07,CITY OF CHICAGO:WARD 32 PRECINCT 07,32,7,211,129,340
CITY OF CHICAGO:WARD 32 PRECINCT 08,CITY OF CHICAGO:WARD 32 PRECINCT 08,32,8,202,105,307
CITY OF CHICAGO:WARD 32 PRECINCT 09,CITY OF CHICAGO:WARD 32 PRECINCT 09,32,9,151,103,254
CITY OF CHICAGO:WARD 32 PRECINCT 10,CITY OF CHICAGO:WARD 32 PRECINCT 10,32,10,325,166,491
CITY OF CHICAGO:WARD 32 PRECINCT 11,CITY OF CHICAGO:WARD 32 PRECINCT 11,32,11,139,107,246
CITY OF CHICAGO:WARD 32 PRECINCT 12,CITY OF CHICAGO:WARD 32 PRECINCT 12,32,12,89,91,180
CITY OF CHICAGO:WARD 32 PRECINCT 13,CITY OF CHICAGO:WARD 32 PRECINCT 13,32,13,65,49,114
CITY OF CHICAGO:WARD 32 PRECINCT 14,CITY OF CHICAGO:WARD 32 PRECINCT 14,32,14,277,184,461
CITY OF CHICAGO:WARD 32 PRECINCT 15,CITY OF CHICAGO:WARD 32 PRECINCT 15,32,15,238,224,462
CITY OF CHICAGO:WARD 32 PRECINCT 16,CITY OF CHICAGO:WARD 32 PRECINCT 16,32,16,106,83,189
CITY OF CHICAGO:WARD 32 PRECINCT 17,CITY OF CHICAGO:WARD 32 PRECINCT 17,32,17,275,213,488
CITY OF CHICAGO:WARD 32 PRECINCT 18,CITY OF CHICAGO:WARD 32 PRECINCT 18,32,18,160,62,222
CITY OF CHICAGO:WARD 32 PRECINCT 19,CITY OF CHICAGO:WARD 32 PRECINCT 19,32,19,168,81,249
CITY OF CHICAGO:WARD 32 PRECINCT 20,CITY OF CHICAGO:WARD 32 PRECINCT 20,32,20,240,168,408
CITY OF CHICAGO:WARD 32 PRECINCT 21,CITY OF CHICAGO:WARD 32 PRECINCT 21,32,21,408,148,556
CITY OF CHICAGO:WARD 32 PRECINCT 22,CITY OF CHICAGO:WARD 32 PRECINCT 22,32,22,320,90,410
CITY OF CHICAGO:WARD 32 PRECINCT 23,CITY OF CHICAGO:WARD 32 PRECINCT 23,32,23,178,100,278
CITY OF CHICAGO:WARD 32 PRECINCT 24,CITY OF CHICAGO:WARD 32 PRECINCT 24,32,24,72,57,129
CITY OF CHICAGO:WARD 32 PRECINCT 25,CITY OF CHICAGO:WARD 32 PRECINCT 25,32,25,222,114,336
CITY OF CHICAGO:WARD 32 PRECINCT 26,CITY OF CHICAGO:WARD 32 PRECINCT 26,32,26,252,171,423
CITY OF CHICAGO:WARD 32 PRECINCT 27,CITY OF CHICAGO:WARD 32 PRECINCT 27,32,27,327,133,460
CITY OF CHICAGO:WARD 32 PRECINCT 28,CITY OF CHICAGO:WARD 32 PRECINCT 28,32,28,81,53,134
CITY OF CHICAGO:WARD 32 PRECINCT 29,CITY OF CHICAGO:WARD 32 PRECINCT 29,32,29,272,125,397
CITY OF CHICAGO:WARD 32 PRECINCT 30,CITY OF CHICAGO:WARD 32 PRECINCT 30,32,30,324,124,448
CITY OF CHICAGO:WARD 33 PRECINCT 01,CITY OF CHICAGO:WARD 33 PRECINCT 01,33,1,472,190,662
CITY OF CHICAGO:WARD 33 PRECINCT 02,CITY OF CHICAGO:WARD 33 PRECINCT 02,33,2,520,152,672
CITY OF CHICAGO:WARD 33 PRECINCT 03,CITY OF CHICAGO:WARD 33 PRECINCT 03,33,3,313,145,458
CITY OF CHICAGO:WARD 33 PRECINCT 04,CITY OF CHICAGO:WARD 33 PRECINCT 04,33,4,453,144,597
CITY OF CHICAGO:WARD 33 PRECINCT 05,CITY OF CHICAGO:WARD 33 PRECINCT 05,33,5,355,126,481
CITY OF CHICAGO:WARD 33 PRECINCT 06,CITY OF CHICAGO:WARD 33 PRECINCT 06,33,6,431,109,540
CITY OF CHICAGO:WARD 33 PRECINCT 07,CITY OF CHICAGO:WARD 33 PRECINCT 07,33,7,398,125,523
CITY OF CHICAGO:WARD 33 PRECINCT 08,CITY OF CHICAGO:WARD 33 PRECINCT 08,33,8,274,87,361
CITY OF CHICAGO:WARD 33 PRECINCT 09,CITY OF CHICAGO:WARD 33 PRECINCT 09,33,9,288,102,390
CITY OF CHICAGO:WARD 33 PRECINCT 10,CITY OF CHICAGO:WARD 33 PRECINCT 10,33,10,308,59,367
CITY OF CHICAGO:WARD 33 PRECINCT 11,CITY OF CHICAGO:WARD 33 PRECINCT 11,33,11,249,57,306
CITY OF CHICAGO:WARD 33 PRECINCT 12,CITY OF CHICAGO:WARD 33 PRECINCT 12,33,12,380,86,466
CITY OF CHICAGO:WARD 33 PRECINCT 13,CITY OF CHICAGO:WARD 33 PRECINCT 13,33,13,352,94,446
CITY OF CHICAGO:WARD 33 PRECINCT 14,CITY OF CHICAGO:WARD 33 PRECINCT 14,33,14,492,114,606
CITY OF CHICAGO:WARD 33 PRECINCT 15,CITY OF CHICAGO:WARD 33 PRECINCT 15,33,15,373,83,456
CITY OF CHICAGO:WARD 33 PRECINCT 16,CITY OF CHICAGO:WARD 33 PRECINCT 16,33,16,448,140,588
CITY OF CHICAGO:WARD 33 PRECINCT 17,CITY OF CHICAGO:WARD 33 PRECINCT 17,33,17,446,109,555
CITY OF CHICAGO:WARD 34 PRECINCT 01,CITY OF CHICAGO:WARD 34 PRECINCT 01,34,1,211,71,282
CITY OF CHICAGO:WARD 34 PRECINCT 02,CITY OF CHICAGO:WARD 34 PRECINCT 02,34,2,132,75,207
CITY OF CHICAGO:WARD 34 PRECINCT 03,CITY OF CHICAGO:WARD 34 PRECINCT 03,34,3,269,99,368
CITY OF CHICAGO:WARD 34 PRECINCT 04,CITY OF CHICAGO:WARD 34 PRECINCT 04,34,4,167,97,264
CITY OF CHICAGO:WARD 34 PRECINCT 05,CITY OF CHICAGO:WARD 34 PRECINCT 05,34,5,281,115,396
CITY OF CHICAGO:WARD 34 PRECINCT 06,CITY OF CHICAGO:WARD 34 PRECINCT 06,34,6,145,121,266
CITY OF CHICAGO:WARD 34 PRECINCT 07,CITY OF CHICAGO:WARD 34 PRECINCT 07,34,7,68,63,131
CITY OF CHICAGO:WARD 34 PRECINCT 08,CITY OF CHICAGO:WARD 34 PRECINCT 08,34,8,101,73,174
CITY OF CHICAGO:WARD 34 PRECINCT 09,CITY OF CHICAGO:WARD 34 PRECINCT 09,34,9,189,135,324
CITY OF CHICAGO:WARD 34 PRECINCT 10,CITY OF CHICAGO:WARD 34 PRECINCT 10,34,10,72,41,113
CITY OF CHICAGO:WARD 34 PRECINCT 11,CITY OF CHICAGO:WARD 34 PRECINCT 11,34,11,195,101,296
CITY OF CHICAGO:WARD 34 PRECINCT 12,CITY OF CHICAGO:WARD 34 PRECINCT 12,34,12,114,82,196
CITY OF CHICAGO:WARD 34 PRECINCT 13,CITY OF CHICAGO:WARD 34 PRECINCT 13,34,13,177,136,313
CITY OF CHICAGO:WARD 34 PRECINCT 14,CITY OF CHICAGO:WARD 34 PRECINCT 14,34,14,144,150,294
CITY OF CHICAGO:WARD 34 PRECINCT 15,CITY OF CHICAGO:WARD 34 PRECINCT 15,34,15,187,81,268
CITY OF CHICAGO:WARD 34 PRECINCT 16,CITY OF CHICAGO:WARD 34 PRECINCT 16,34,16,343,97,440
CITY OF CHICAGO:WARD 34 PRECINCT 17,CITY OF CHICAGO:WARD 34 PRECINCT 17,34,17,312,80,392
CITY OF CHICAGO:WARD 34 PRECINCT 18,CITY OF CHICAGO:WARD 34 PRECINCT 18,34,18,316,115,431
CITY OF CHICAGO:WARD 34 PRECINCT 19,CITY OF CHICAGO:WARD 34 PRECINCT 19,34,19,237,143,380
CITY OF CHICAGO:WARD 34 PRECINCT 20,CITY OF CHICAGO:WARD 34 PRECINCT 20,34,20,201,205,406
CITY OF CHICAGO:WARD 35 PRECINCT 01,CITY OF CHICAGO:WARD 35 PRECINCT 01,35,1,99,35,134
CITY OF CHICAGO:WARD 35 PRECINCT 02,CITY OF CHICAGO:WARD 35 PRECINCT 02,35,2,180,69,249
CITY OF CHICAGO:WARD 35 PRECINCT 03,CITY OF CHICAGO:WARD 35 PRECINCT 03,35,3,173,61,234
CITY OF CHICAGO:WARD 35 PRECINCT 04,CITY OF CHICAGO:WARD 35 PRECINCT 04,35,4,253,56,309
CITY OF CHICAGO:WARD 35 PRECINCT 05,CITY OF CHICAGO:WARD 35 PRECINCT 05,35,5,357,74,431
CITY OF CHICAGO:WARD 35 PRECINCT 06,CITY OF CHICAGO:WARD 35 PRECINCT 06,35,6,607,105,712
CITY OF CHICAGO:WARD 35 PRECINCT 07,CITY OF CHICAGO:WARD 35 PRECINCT 07,35,7,405,77,482
CITY OF CHICAGO:WARD 35 PRECINCT 08,CITY OF CHICAGO:WARD 35 PRECINCT 08,35,8,232,59,291
CITY OF CHICAGO:WARD 35 PRECINCT 09,CITY OF CHICAGO:WARD 35 PRECINCT 09,35,9,499,85,584
CITY OF CHICAGO:WARD 35 PRECINCT 10,CITY OF CHICAGO:WARD 35 PRECINCT 10,35,10,291,53,344
CITY OF CHICAGO:WARD 35 PRECINCT 11,CITY OF CHICAGO:WARD 35 PRECINCT 11,35,11,353,89,442
CITY OF CHICAGO:WARD 35 PRECINCT 12,CITY OF CHICAGO:WARD 35 PRECINCT 12,35,12,465,90,555
CITY OF CHICAGO:WARD 35 PRECINCT 13,CITY OF CHICAGO:WARD 35 PRECINCT 13,35,13,346,60,406
CITY OF CHICAGO:WARD 35 PRECINCT 14,CITY OF CHICAGO:WARD 35 PRECINCT 14,35,14,274,53,327
CITY OF CHICAGO:WARD 35 PRECINCT 15,CITY OF CHICAGO:WARD 35 PRECINCT 15,35,15,387,87,474
CITY OF CHICAGO:WARD 35 PRECINCT 16,CITY OF CHICAGO:WARD 35 PRECINCT 16,35,16,506,115,621
CITY OF CHICAGO:WARD 35 PRECINCT 17,CITY OF CHICAGO:WARD 35 PRECINCT 17,35,17,326,105,431
CITY OF CHICAGO:WARD 35 PRECINCT 18,CITY OF CHICAGO:WARD 35 PRECINCT 18,35,18,225,64,289
CITY OF CHICAGO:WARD 35 PRECINCT 19,CITY OF CHICAGO:WARD 35 PRECINCT 19,35,19,295,72,367
CITY OF CHICAGO:WARD 35 PRECINCT 20,CITY OF CHICAGO:WARD 35 PRECINCT 20,35,20,159,48,207
CITY OF CHICAGO:WARD 35 PRECINCT 21,CITY OF CHICAGO:WARD 35 PRECINCT 21,35,21,271,113,384
CITY OF CHICAGO:WARD 35 PRECINCT 22,CITY OF CHICAGO:WARD 35 PRECINCT 22,35,22,276,173,449
CITY OF CHICAGO:WARD 36 PRECINCT 01,CITY OF CHICAGO:WARD 36 PRECINCT 01,36,1,84,57,141
CITY OF CHICAGO:WARD 36 PRECINCT 02,CITY OF CHICAGO:WARD 36 PRECINCT 02,36,2,99,65,164
CITY OF CHICAGO:WARD 36 PRECINCT 03,CITY OF CHICAGO:WARD 36 PRECINCT 03,36,3,82,60,142
CITY OF CHICAGO:WARD 36 PRECINCT 04,CITY OF CHICAGO:WARD 36 PRECINCT 04,36,4,112,58,170
CITY OF CHICAGO:WARD 36 PRECINCT 05,CITY OF CHICAGO:WARD 36 PRECINCT 05,36,5,101,44,145
CITY OF CHICAGO:WARD 36 PRECINCT 06,CITY OF CHICAGO:WARD 36 PRECINCT 06,36,6,97,30,127
CITY OF CHICAGO:WARD 36 PRECINCT 07,CITY OF CHICAGO:WARD 36 PRECINCT 07,36,7,56,29,85
CITY OF CHICAGO:WARD 36 PRECINCT 08,CITY OF CHICAGO:WARD 36 PRECINCT 08,36,8,66,29,95
CITY OF CHICAGO:WARD 36 PRECINCT 09,CITY OF CHICAGO:WARD 36 PRECINCT 09,36,9,162,71,233
CITY OF CHICAGO:WARD 36 PRECINCT 10,CITY OF CHICAGO:WARD 36 PRECINCT 10,36,10,101,59,160
CITY OF CHICAGO:WARD 36 PRECINCT 11,CITY OF CHICAGO:WARD 36 PRECINCT 11,36,11,85,39,124
CITY OF CHICAGO:WARD 36 PRECINCT 12,CITY OF CHICAGO:WARD 36 PRECINCT 12,36,12,74,33,107
CITY OF CHICAGO:WARD 36 PRECINCT 13,CITY OF CHICAGO:WARD 36 PRECINCT 13,36,13,27,16,43
CITY OF CHICAGO:WARD 36 PRECINCT 14,CITY OF CHICAGO:WARD 36 PRECINCT 14,36,14,120,36,156
CITY OF CHICAGO:WARD 36 PRECINCT 15,CITY OF CHICAGO:WARD 36 PRECINCT 15,36,15,58,19,77
CITY OF CHICAGO:WARD 36 PRECINCT 16,CITY OF CHICAGO:WARD 36 PRECINCT 16,36,16,58,13,71
CITY OF CHICAGO:WARD 36 PRECINCT 17,CITY OF CHICAGO:WARD 36 PRECINCT 17,36,17,234,39,273
CITY OF CHICAGO:WARD 36 PRECINCT 18,CITY OF CHICAGO:WARD 36 PRECINCT 18,36,18,224,49,273
CITY OF CHICAGO:WARD 36 PRECINCT 19,CITY OF CHICAGO:WARD 36 PRECINCT 19,36,19,319,79,398
CITY OF CHICAGO:WARD 36 PRECINCT 20,CITY OF CHICAGO:WARD 36 PRECINCT 20,36,20,307,88,395
CITY OF CHICAGO:WARD 36 PRECINCT 21,CITY OF CHICAGO:WARD 36 PRECINCT 21,36,21,166,71,237
CITY OF CHICAGO:WARD 36 PRECINCT 22,CITY OF CHICAGO:WARD 36 PRECINCT 22,36,22,282,70,352
CITY OF CHICAGO:WARD 36 PRECINCT 23,CITY OF CHICAGO:WARD 36 PRECINCT 23,36,23,229,100,329
CITY OF CHICAGO:WARD 36 PRECINCT 24,CITY OF CHICAGO:WARD 36 PRECINCT 24,36,24,249,87,336
CITY OF CHICAGO:WARD 36 PRECINCT 25,CITY OF CHICAGO:WARD 36 PRECINCT 25,36,25,272,101,373
CITY OF CHICAGO:WARD 36 PRECINCT 26,CITY OF CHICAGO:WARD 36 PRECINCT 26,36,26,263,88,351
CITY OF CHICAGO:WARD 36 PRECINCT 27,CITY OF CHICAGO:WARD 36 PRECINCT 27,36,27,228,125,353
CITY OF CHICAGO:WARD 37 PRECINCT 01,CITY OF CHICAGO:WARD 37 PRECINCT 01,37,1,158,45,203
CITY OF CHICAGO:WARD 37 PRECINCT 02,CITY OF CHICAGO:WARD 37 PRECINCT 02,37,2,154,53,207
CITY OF CHICAGO:WARD 37 PRECINCT 03,CITY OF CHICAGO:WARD 37 PRECINCT 03,37,3,175,50,225
CITY OF CHICAGO:WARD 37 PRECINCT 04,CITY OF CHICAGO:WARD 37 PRECINCT 04,37,4,216,44,260
CITY OF CHICAGO:WARD 37 PRECINCT 05,CITY OF CHICAGO:WARD 37 PRECINCT 05,37,5,126,49,175
CITY OF CHICAGO:WARD 37 PRECINCT 06,CITY OF CHICAGO:WARD 37 PRECINCT 06,37,6,261,60,321
CITY OF CHICAGO:WARD 37 PRECINCT 07,CITY OF CHICAGO:WARD 37 PRECINCT 07,37,7,144,41,185
CITY OF CHICAGO:WARD 37 PRECINCT 08,CITY OF CHICAGO:WARD 37 PRECINCT 08,37,8,269,65,334
CITY OF CHICAGO:WARD 37 PRECINCT 09,CITY OF CHICAGO:WARD 37 PRECINCT 09,37,9,79,29,108
CITY OF CHICAGO:WARD 37 PRECINCT 10,CITY OF CHICAGO:WARD 37 PRECINCT 10,37,10,163,40,203
CITY OF CHICAGO:WARD 37 PRECINCT 11,CITY OF CHICAGO:WARD 37 PRECINCT 11,37,11,166,47,213
CITY OF CHICAGO:WARD 37 PRECINCT 12,CITY OF CHICAGO:WARD 37 PRECINCT 12,37,12,243,60,303
CITY OF CHICAGO:WARD 37 PRECINCT 13,CITY OF CHICAGO:WARD 37 PRECINCT 13,37,13,127,51,178
CITY OF CHICAGO:WARD 37 PRECINCT 14,CITY OF CHICAGO:WARD 37 PRECINCT 14,37,14,221,67,288
CITY OF CHICAGO:WARD 37 PRECINCT 15,CITY OF CHICAGO:WARD 37 PRECINCT 15,37,15,221,60,281
CITY OF CHICAGO:WARD 37 PRECINCT 16,CITY OF CHICAGO:WARD 37 PRECINCT 16,37,16,241,63,304
CITY OF CHICAGO:WARD 37 PRECINCT 17,CITY OF CHICAGO:WARD 37 PRECINCT 17,37,17,126,32,158
CITY OF CHICAGO:WARD 37 PRECINCT 18,CITY OF CHICAGO:WARD 37 PRECINCT 18,37,18,171,49,220
CITY OF CHICAGO:WARD 37 PRECINCT 19,CITY OF CHICAGO:WARD 37 PRECINCT 19,37,19,129,39,168
CITY OF CHICAGO:WARD 37 PRECINCT 20,CITY OF CHICAGO:WARD 37 PRECINCT 20,37,20,250,69,319
CITY OF CHICAGO:WARD 37 PRECINCT 21,CITY OF CHICAGO:WARD 37 PRECINCT 21,37,21,137,32,169
CITY OF CHICAGO:WARD 37 PRECINCT 22,CITY OF CHICAGO:WARD 37 PRECINCT 22,37,22,157,51,208
CITY OF CHICAGO:WARD 38 PRECINCT 01,CITY OF CHICAGO:WARD 38 PRECINCT 01,38,1,105,179,284
CITY OF CHICAGO:WARD 38 PRECINCT 02,CITY OF CHICAGO:WARD 38 PRECINCT 02,38,2,69,61,130
CITY OF CHICAGO:WARD 38 PRECINCT 03,CITY OF CHICAGO:WARD 38 PRECINCT 03,38,3,92,111,203
CITY OF CHICAGO:WARD 38 PRECINCT 04,CITY OF CHICAGO:WARD 38 PRECINCT 04,38,4,70,74,144
